A Ashish Reddy,A Nehra,0.4444444444444444,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111
A Ashish Reddy,AB Dinda,0.14285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,0.0,0.0
A Ashish Reddy,AD Mathews,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0
A Ashish Reddy,AD Russell,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
A Ashish Reddy,Anureet Singh,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,Azhar Mahmood,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,B Kumar,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,BW Hilfenhaus,0.0,0.0,0.5,0.0,0.0,0.0,0.5
A Ashish Reddy,CH Morris,0.2,0.4,0.0,0.2,0.0,0.2,0.0
A Ashish Reddy,DJ Bravo,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.0,0.23076923076923078,0.07692307692307693,0.07692307692307693
A Ashish Reddy,Harbhajan Singh,0.375,0.375,0.125,0.0,0.0,0.125,0.0
A Ashish Reddy,Imran Tahir,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,J Botha,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,JEC Franklin,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
A Ashish Reddy,JP Duminy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,JP Faulkner,0.5,0.0,0.5,0.0,0.0,0.0,0.0
A Ashish Reddy,KA Pollard,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
A Ashish Reddy,KK Cooper,0.2,0.4,0.2,0.0,0.2,0.0,0.0
A Ashish Reddy,M Kartik,0.375,0.5,0.125,0.0,0.0,0.0,0.0
A Ashish Reddy,M Morkel,0.0,0.6,0.2,0.0,0.0,0.0,0.2
A Ashish Reddy,MG Johnson,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
A Ashish Reddy,MM Patel,0.5,0.0,0.0,0.0,0.0,0.0,0.5
A Ashish Reddy,MM Sharma,0.0,0.5,0.0,0.0,0.0,0.5,0.0
A Ashish Reddy,MR Marsh,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,MS Gony,0.5,0.25,0.0,0.0,0.25,0.0,0.0
A Ashish Reddy,NM Coulter-Nile,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Ashish Reddy,P Awana,0.5,0.0,0.0,0.0,0.0,0.0,0.5
A Ashish Reddy,P Kumar,0.25,0.5,0.0,0.0,0.25,0.0,0.0
A Ashish Reddy,PP Chawla,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,PV Tambe,0.25,0.75,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,Parvez Rasool,0.2222222222222222,0.4444444444444444,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0
A Ashish Reddy,R Vinay Kumar,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.0,0.0,0.09090909090909091,0.18181818181818182
A Ashish Reddy,RJ Peterson,0.6,0.2,0.0,0.0,0.0,0.2,0.0
A Ashish Reddy,RP Singh,0.0,0.5,0.0,0.0,0.0,0.0,0.5
A Ashish Reddy,SL Malinga,0.5,0.25,0.25,0.0,0.0,0.0,0.0
A Ashish Reddy,SMSM Senanayake,0.25,0.25,0.25,0.0,0.0,0.0,0.25
A Ashish Reddy,SP Narine,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Ashish Reddy,SR Watson,0.2,0.6,0.0,0.0,0.0,0.0,0.2
A Ashish Reddy,STR Binny,0.0,0.5,0.25,0.0,0.0,0.0,0.25
A Ashish Reddy,SW Tait,0.25,0.0,0.25,0.0,0.5,0.0,0.0
A Ashish Reddy,Sandeep Sharma,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0
A Ashish Reddy,TG Southee,0.25,0.25,0.25,0.0,0.0,0.25,0.0
A Ashish Reddy,UT Yadav,0.2,0.4,0.1,0.0,0.2,0.1,0.0
A Ashish Reddy,YS Chahal,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0
A Chandila,R Rampaul,0.5,0.5,0.0,0.0,0.0,0.0,0.0
A Chandila,R Vinay Kumar,0.5,0.5,0.0,0.0,0.0,0.0,0.0
A Chandila,RP Singh,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Chandila,V Pratap Singh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Chopra,DP Vijaykumar,0.8,0.2,0.0,0.0,0.0,0.0,0.0
A Chopra,DW Steyn,0.5,0.25,0.0,0.0,0.0,0.0,0.25
A Chopra,GD McGrath,0.5,0.5,0.0,0.0,0.0,0.0,0.0
A Chopra,Harmeet Singh,0.875,0.0,0.0,0.0,0.125,0.0,0.0
A Chopra,JR Hopes,0.0,0.5,0.0,0.0,0.0,0.0,0.5
A Chopra,PJ Sangwan,0.6,0.2,0.0,0.0,0.1,0.0,0.1
A Chopra,PP Chawla,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Chopra,PP Ojha,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.16666666666666666
A Chopra,RP Singh,0.16666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
A Chopra,SB Bangar,0.25,0.25,0.0,0.0,0.5,0.0,0.0
A Chopra,SB Styris,0.7142857142857143,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0
A Chopra,SM Pollock,0.75,0.25,0.0,0.0,0.0,0.0,0.0
A Chopra,VY Mahesh,0.5,0.25,0.0,0.0,0.25,0.0,0.0
A Chopra,WPUJC Vaas,0.5,0.5,0.0,0.0,0.0,0.0,0.0
A Chopra,Y Venugopal Rao,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
A Chopra,Z Khan,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Choudhary,AJ Tye,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
A Choudhary,AR Patel,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Choudhary,BCJ Cutting,0.0,0.0,0.0,0.0,0.0,0.5,0.5
A Choudhary,Basil Thampi,0.0,0.5,0.25,0.0,0.25,0.0,0.0
A Choudhary,JP Faulkner,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Choudhary,MM Sharma,0.25,0.5,0.0,0.0,0.0,0.0,0.25
A Flintoff,A Nehra,0.25,0.25,0.25,0.0,0.0,0.0,0.25
A Flintoff,DJ Bravo,0.5714285714285714,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
A Flintoff,DL Vettori,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0
